Registry Key,Execution Time (seconds)
fact_extraction,164.9166442999849
character_generation,44.53549869998824
plan_generation,429.9495056999731
narrative_start,72.13734399998793
clue_0,50.32000090001384
narrative_0,103.83904190000612
question_0,86.02007189998403
clue_1,54.54557429999113
narrative_1,123.97377429995686
question_1,87.70069450000301
clue_2,52.31750869995449
narrative_2,155.3435787000344
question_2,90.67697530001169
clue_3,54.379460700030904
narrative_3,180.7181991999969
question_3,80.54315809998661
narrative_end,180.2996051000082
