Registry Key,Execution Time (seconds)
fact_extraction,171.05582210002467
character_generation,44.303371599991806
plan_generation,452.54438509995816
narrative_start,99.89690980000887
clue_0,52.00142640003469
narrative_0,124.83904230000917
question_0,74.88186389999464
clue_1,54.094804399996065
narrative_1,163.96965129999444
question_1,86.3345682999934
clue_2,55.2243403000175
narrative_2,211.5884777000174
question_2,80.09988729999168
clue_3,55.28514799999539
narrative_3,258.3079580999911
question_3,86.22190339997178
narrative_end,237.67302600003313
